unix_time,latitude_deg,longitude_deg,altitude_m,fix_quality,hdop
1770009567.2116227,42.31829333333334,-71.05767,26.8,2,1.17
1770009568.2075763,42.31829333333334,-71.05767,26.8,2,1.17
1770009569.2108939,42.31829,-71.05767,26.8,2,1.17
1770009570.2028048,42.31829,-71.05767166666666,26.8,2,1.17
1770009571.2037356,42.31828833333334,-71.05767333333333,26.8,2,1.17
1770009572.2075799,42.31829,-71.05767333333333,26.8,2,1.17
1770009573.2113295,42.31828833333334,-71.05767166666666,26.8,2,1.17
1770009574.2136393,42.31828666666667,-71.05767166666666,26.8,2,1.17
1770009575.2084389,42.318284999999996,-71.05767166666666,26.8,2,1.17
1770009576.2136345,42.31828666666667,-71.05767166666666,26.8,2,1.17
1770009577.2101824,42.318284999999996,-71.05767166666666,26.8,2,1.17
1770009578.2081354,42.31828666666667,-71.057675,26.8,2,1.17
1770009579.2104926,42.31828666666667,-71.05767666666667,26.8,2,1.17
1770009580.2079377,42.318284999999996,-71.05767833333333,26.8,2,1.17
1770009581.207956,42.318284999999996,-71.05768166666667,26.8,2,1.17
1770009582.2086906,42.31828166666666,-71.05768333333334,26.8,2,1.17
1770009583.209478,42.31828,-71.057685,26.8,2,1.17
1770009584.2134042,42.31828,-71.05768666666667,26.8,2,1.17
1770009585.2157974,42.31828,-71.05768666666667,26.8,2,1.17
1770009586.213334,42.31828,-71.057685,26.8,2,1.17
1770009587.2132359,42.31827666666666,-71.05768666666667,26.8,2,1.17
1770009588.2131143,42.31827666666666,-71.057685,26.8,2,1.17
1770009589.2105024,42.31827833333333,-71.05768833333333,26.8,2,1.17
1770009590.2133727,42.31828,-71.05769333333333,26.8,2,1.17
1770009591.2101274,42.31828,-71.05769833333333,26.8,2,1.17
1770009592.2100832,42.31827833333333,-71.05770166666666,26.8,2,1.17
1770009593.2134252,42.31828,-71.05770000000001,26.8,2,1.17
1770009594.208291,42.31827833333333,-71.05770333333334,26.8,2,1.17
1770009595.2147965,42.31827833333333,-71.05770333333334,26.8,2,1.17
1770009596.2083845,42.31827833333333,-71.05770333333334,26.8,2,1.17
1770009597.2157254,42.31827833333333,-71.057705,26.8,2,1.17
1770009598.2090583,42.31828,-71.057705,26.8,2,1.17
1770009599.2080977,42.31827833333333,-71.05770666666668,26.8,2,1.17
